City_Name,State,Country_Name,City_Website,language,ai,ml,dl,nn,llm
Foggia,PUG,Italy,https://www.comune.foggia.it/it,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Ferrara,EMI,Italy,https://www.comune.ferrara.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Latina,LAZ,Italy,https://www.comune.latina.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Salerno,CAM,Italy,https://www.comune.salerno.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Giugliano in Campania,CAM,Italy,https://www.comune.giugliano.na.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Monza,LOM,Italy,https://www.comune.monza.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Bergamo,LOM,Italy,https://www.comune.bergamo.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Sassari,SAR,Italy,https://www.comune.sassari.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Trento,TRE,Italy,https://www.comune.trento.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Pescara,ABR,Italy,https://www.comune.pescara.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Forlì,EMI,Italy,https://www.comune.forli.fc.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Siracusa [Syracuse],SIC,Italy,https://www.comune.siracusa.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Vicenza,VEN,Italy,https://www.comune.vicenza.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Bolzano (Bozen),TRE,Italy,https://opencity.comune.bolzano.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Terni,UMB,Italy,https://www.comune.terni.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Piacenza,EMI,Italy,https://www.comune.piacenza.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Novara,PIE,Italy,https://www.comune.novara.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Ancona,MAR,Italy,https://www.comuneancona.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Udine,FRI,Italy,https://www.comune.udine.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Andria,PUG,Italy,https://www.comune.andria.bt.it/it,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Arezzo,TOS,Italy,https://www.comune.arezzo.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Cesena,EMI,Italy,https://www.comune.cesena.fc.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Pesaro,MAR,Italy,https://www.comune.pesaro.pu.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Lecce,PUG,Italy,https://www.comune.lecce.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
La Spezia,LIG,Italy,https://www.comune.laspezia.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Alessandria,PIE,Italy,https://www.comune.alessandria.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Barletta,PUG,Italy,https://www.comune.barletta.bt.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Pisa,TOS,Italy,https://www.comune.pisa.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Guidonia Montecelio,LAZ,Italy,https://www.comune.guidoniamontecelio.rm.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Pistoia,TOS,Italy,https://www.comune.pistoia.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Lucca,TOS,Italy,https://www.comune.lucca.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Treviso,VEN,Italy,https://www.comune.treviso.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Busto Arsizio,LOM,Italy,http://www.comune.bustoarsizio.va.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Catanzaro,CAL,Italy,https://www.comune.catanzaro.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Como,LOM,Italy,https://www.comune.como.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Fiumicino,LAZ,Italy,https://www.comune.fiumicino.rm.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Brindisi,PUG,Italy,https://www.comune.brindisi.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Grosseto,TOS,Italy,https://www.comune.grosseto.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Marsala,SIC,Italy,https://www.comune.marsala.tp.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Torre del Greco,CAM,Italy,http://www.comune.torredelgreco.na.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Varese,LOM,Italy,http://www.comune.varese.it,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Sesto San Giovanni,LOM,Italy,https://sestosg.net/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Pozzuoli,CAM,Italy,https://comune.pozzuoli.na.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Cinisello Balsamo,LOM,Italy,https://www.comune.cinisello-balsamo.mi.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Aprilia,LAZ,Italy,http://www.comune.aprilia.latina.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Corigliano-Rossano,CAL,Italy,https://www.comune.corigliano-rossano.cs.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Ragusa,SIC,Italy,https://www.comune.ragusa.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Asti,PIE,Italy,https://www.comune.asti.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Casoria,CAM,Italy,https://comune.casoria.na.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Carpi,EMI,Italy,https://www.comune.carpi.mo.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Caserta,CAM,Italy,https://www.comune.caserta.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Pavia,LOM,Italy,https://www.comune.pavia.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Cremona,LOM,Italy,https://www.comune.cremona.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
L'Aquila,ABR,Italy,https://www.comune.laquila.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Gela,SIC,Italy,https://www.comune.gela.cl.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Altamura,PUG,Italy,https://www.comune.altamura.ba.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Imola,EMI,Italy,https://www.comune.imola.bo.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Quartu Sant'Elena,SAR,Italy,https://www.comune.quartu.ca.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Lamezia Terme (Nicastro),CAL,Italy,https://www.comune.lamezia-terme.cz.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Viterbo,LAZ,Italy,https://comune.viterbo.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Massa,TOS,Italy,https://www.comune.massa.ms.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Vittoria,SIC,Italy,https://www.comunevittoria-rg.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Pomezia,LAZ,Italy,https://www.comune.pomezia.rm.it/it,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Potenza,BAS,Italy,https://www.comune.potenza.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Cosenza,CAL,Italy,https://www.comune.cosenza.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Vigevano,LOM,Italy,https://www.comune.vigevano.pv.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Castellammare di Stabia,CAM,Italy,https://comune.castellammare-di-stabia.napoli.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Olbia,SAR,Italy,https://www.comune.olbia.ot.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Afragola,CAM,Italy,https://www.comune.afragola.na.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Viareggio,TOS,Italy,https://www.comune.viareggio.lu.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Legnano,LOM,Italy,https://comune.legnano.mi.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Fano,MAR,Italy,https://www.comune.fano.pu.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Anzio,LAZ,Italy,https://www.comune.anzio.roma.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Carrara,TOS,Italy,https://www.comune.carrara.ms.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Matera,BAS,Italy,https://comune.matera.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Faenza,EMI,Italy,https://www.comune.faenza.ra.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Savona,LIG,Italy,https://www.comune.savona.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Acerra,CAM,Italy,https://www.comune.acerra.na.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Crotone,CAL,Italy,https://www.comune.crotone.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Caltanissetta,SIC,Italy,https://www.comune.caltanissetta.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Marano di Napoli,CAM,Italy,http://www.comunemaranodinapoli.gov.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Molfetta,PUG,Italy,https://www.comune.molfetta.ba.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Cerignola,PUG,Italy,https://comune.cerignola.fg.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Cuneo,PIE,Italy,https://www.comune.cuneo.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Benevento,CAM,Italy,https://comune.benevento.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Moncalieri,PIE,Italy,https://www.comune.moncalieri.to.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Foligno,UMB,Italy,https://www.comune.foligno.pg.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
Agrigento,SIC,Italy,https://comune.agrigento.it/,Italian,intelligenza artificiale,apprendimento automatico,apprendimento profondo,rete neurale,modello linguistico di grandi dimensioni
